Product name,Product price,Product description,Product shipping,Product details,Product review,Product rating
"['Outdoor Wireless Security Camera, HOSAFE 1080P Surveillance Cameras Outdoor WiFi Camera Audio Night Vision Motion Detection Alarm/Recording, Support Max 64GB SD Card (Not Included), ONVIF Camera']","['Information Not Found', 'CDN$52.99']","['Sizerrrrrr:Wifi Bullet IP Camera(Black)Specification: Resolution: HD 1920*1080 Sensor type: 1/3"" 2 Megapixel CMOS sensor Audio: Built-in High Sensitive Microphone, Pickup range 30ft Lens: 3.6mm 2MP HD Lens Night Vision: 6pcs Big Power Array IR LED, 50ft Night Vision Distance Fixed View Angle: Horizontal: 80°, Vertical: 60° Wireless Standard: 802.11b/g/n, 2.4Ghz ONLY (Does not support 5G) Frame Rate: 15fps POE Standard: No POE Weatherproof: IP66 Level SD card Slot: Yes, Support 64G Micro SD Card (Max.) Video Compression: H.264 main profile, Support RTSP, RTMP, work with VLC Player Power: DC12V/1A Power Adaptor (included), if the power outlet is further than 5ft from camera, you can use Power Extender (included)+Ethernet cable to extend power up to 60ft. Operating Temperature: -30℃~+55℃ 3rd Party support list: Blue Iris, iSpy, Synology, Tiny Cam, Security Spy, XProtect, VLC, etc. Size: 160x60x60mm Weight: 0.4KG What's in the box? 1 x 2MP Wireless IP Camera 1 x Power Extend Cable 1 x Screw Kit 1 x 3ft Ethernet Cable 1 x CD and User Manual 1 x Security Warning Sticker 1 x Waterproof Accessories for Ethernet Cable Connector']","[Free Shiping]","['[Wireless IP Camera, Easy Setup] Save your time with a simple setup process that can get you up and running on the HOSAFE app in no time at all. Simply power it on and connect to Ethernet cable, download the app, search in LAN to add camera, go to Wifi Setting select WiFi, unplug Ethernet cable to make WiFi Work, now you're ready to go. Or Just install HOSAFE Search Tool on Windows PC, find camera in LAN, Setup WiFi and open it from web browser directly. (Only Suport 2.4Ghz WiFi, Do NOT support[Audio and Micro SD Card] This is an all-weather camera with high sensitive microphone, amazing ability on collecting sound, around 30ft. And it also supports recording Audio/Video to a MicroSD card (NOT included, max. 64g), it can record every event when there is a motion detection, saving photos and videos to local sd card, after you got the alert information from phone app or email, you could playback to check what happened on phone or PC.[Full HD 1080P for Day and Night] Full HD 1080P resolution with 1/3"" 2 Megapixel CMOS sensor, true color HD image in daytime, bright and clear Black/White image at night, bring you whole day protection.[Strong Compatibility] Not only work with HOSAFE NVR, HOSAFE PC Client, HOSAFE APP, Web browser, but also work with the most of ONVIF NVR/Software (Blue Iris, Milestone, iSpy, Digital WatchDog, Sighthound Video, SecuritySpy, Synology, QNAP, IP Cam Viewer, TinyCam, Evocam, Zoneminder, ect. ) (based on standard ONVIF protocol). But Motion Detection function only works with HOSAFE brand device/software.[Motion Detection Alert] It detects movement in real-time, and will send you alert information according to your previous setting. (Push notification to phone app or Send email with photos or Upload photo/video to FTP server), you could setup Motion Detection with HOSAFE APP on iphone/android phone/HOSAFE PC software/IE with plugin, but not available on other web browser, they can only view and setup basic functions.']",['220'],['4.0']

"['WiFi Smart Light Bulb Camera - Wireless Security IP Camera - 360 Degree Fisheye Panoramic Camera 2MP - CCTV Video Baby Monitor Hidden Camera Lamp with Night Vision, Two Ways Talking, 3D VR - iOS & Android App and Windows PC Software Remote Control for Smart Home Video Monitor']","['CDN$49.99', 'Information Not Found']","['This Smart WiFi bulb camera was designed as one camera and one light lamp together 2 in 1 Dual light mode. In night when it detect people coming in, it will turn on LED lights as bulb; after people go away, the LED lights will turn off and infrared lights will turn on automatically.  ★ Main Features: ►1. See and speak with people who under the camera light bulb. say ""Hi"" with your family :)  ►2. See the timely video anytime anywhere, and take the picture as you wish.  ►3. Share the security lamp with your family users or friends. Keep an eye on your home!  ►4. 360 Degree Panoramic camera with HD display, stronger support for your home security. ►5. Start to be your home security Assistant, the alert will send to your phone if any motion is detected. you can choose to set ON or OFF. ►6. Bulb Holder: E27 (Standard Screw), 3 seconds install.  Specification: Light Color: White Built-in Lens: 1.44mm View angle: 360° Panoramic Resolution: 1920*1080PWifi Frequency: 2.4 GHz (not support 5GHz) Power Port: E27 port Power Supply: AC100-240V Operating Temperature: -30 - 50ºC Loop Recording: Yes Two-way talk: Yes Night Vision: Yes Video storage: Micro SD card(TF card) up to 128GB (Not included) Package Include: 1 * Smart Bulb Camera 1 * E27 Base 1 * Screw Pack 1* User Manual  ★ Warm Tips: ►This Bulb Camera no need adapter and USB cable, it just need to be screwed into light socket E27 port.►Please keep the security camera light bulb in range of the router. You could connect in 2 meters of router, after success connection, you can install the wifi bulb camera in porch. ►Please check the Power and WiFi if bulb camera can not work, then use the rest pin to long press the rest hole for 6-8 seconds. ►After you hear the connection voice prompt, the light bulb will restore factory defaults. ']","[Free Shiping]","['【Superior 360° Panoramic View Angle Light Bulb Camera】 With 360° full view angle lens, there is no blind area. You can see your entire room during the day & night. The camera provides a full coverage scene. You won’t miss anything that happened in your room. Perfect choice for your Home and office indoor monitoring.【Dual Light mode Design and High Quality Night Vision】This home security camera provides you the best HD 1080P High-Resolution video recording quality. With floodlight and infrared light switched automatically mode, It provides you clear night vision video and illumination as lamp in night.【Super Easy Setup & APP Remote View 】Just screw the smart bulb camera into the E27 light power socket base, and install the APP “V380 Pro” on your phone (iOS/Android), connecting the camera with home WIFI (only support 2.4G Hz WiFi), then you can start to remote monitor on APP anywhere and anytime. Perfect for baby monitoring, pet monitoring, and home security monitoring. You can know what happened when you are out of home.【Two-Way Audio and Share Mode 】Built-in ultra responsive speaker and microphone, it allows you to talk and listen through the APP whenever and wherever you are. You can share the bulb camera video monitoring with your family. It support multiple users to view at the same time and multiple cameras play on the same screen.【Smart Motion Detection Alert & Loop Recording】When any motion is detected the alarm will be triggered and instant message notification will be sent automatically. With Loop function, when your memory card fills up, it automatically overwrites the oldest files. Perfect for Vacation Home Monitoring, Old people and Children safety Monitoring, Pet Monitoring and Business Monitoring.']",['28'],['3.3']

['Spy Camera WiFi Mini Hidden Camera 1080P HD Portable Wireless Camcorder Video Recorder IP Cameras with Dual Detachable Lens/Motion Detection Nanny Cam for Home Security Monitoring(Upgraded APP)'],"['Information Not Found', 'CDN$56.99']",['Information Not Found'],"[Free Shiping]","[""Updated app of Lookcam Spy Camera Hidden Camera with Dual Detachable Lens Perfect for Home Security: Dual lens are full 1080P HD resolution. A lens is installed inside of the case and you can change to use the longer lens if you like. You can put this tiny spy camera anywhere and it is totally not noticeable while the camera is recording (Set LED not light up in use).How to change the lens? https://youtu.be/HnQCMN‐XFqEStrong Function: Besides loop recording, this hidden camera supports to take videos/snapshot and save recording to SD card manually, convenient for starting or stopping to save recording to SD card. Also you can set to save the recording to SD card in app on your phone. It supports 128G Internal Memory. SD card do not contain in the package.Motion Detection Wi-Fi Surveillance Camera: This is a network camera. You can remotely view or record live videos anywhere any time you want. When motion is detected, the camera will start recording automatically. It will faithfully record your uninvited guest's action in real-time. It can be used as home/office/pet/baby monitor, nanny cam, body/sports camera, car dash cam or mini DV at outside.Portable Camera: Built in Solid 500mah Rechargeable Battery. It ensures the continuous record up to 2 hours when camera fully charged. And much longer time if you attach an external power pack. You can take it with you anywhere. It also supports recording and charging at the same time. Please charge the camera for 1-2 hours before first time using it.100% Satisfaction Guaranteed: If the lens is broken while you installing this mini camera, we can promise that you can get a replacement lens with our 12-month warranty.Please be noted that we just updated the app from HDMiniCam to P2PLiveCam recently. Please download app P2PLiveCam instead.""]","['1,023']",['3.0']

"['AKASO WiFi IP Camera with Night Vision, 1080P HD Wireless Home Security Camera, Motion Detection, Panoramic Navigation, 3D positioning Baby/Dog/Elder/Pet Camera Monitor, Cloud Storage, Pan Tilt Surveillance Camera (P20)']","['CDN$38.99', 'Information Not Found']",['Information Not Found'],"[Free Shiping]","['【1080P FHD & Night Vision】AKASO wireless home security camera has a 360° panoramic navigation mosaic map along with 1080P Full HD and excellent night vision, viewing range up to 32.8ft, 130° wide angle, which is better than average cameras, you can still see features of view, zoom in or up, even in darkness.【Motion Detect & Sound Alarm】Real-time notifications alert on phone and get a sound alarm when motions are detected, every potential risk is identified accurately and sent immediately. Also can customize the sensitivity of motion detection, or turn it off directly. Highly recommend to be a pet or baby monitor.【Phone Pan Tilt Remote Access】Support Phone APP to remote control, Pan/Tilt silent rotation with 355° horizontal and 110° vertical to achieve a no-dead angle monitoring. No-timeout live streaming, remote playback, live image record, 3D positioning on image. Max. 6 persons to live view simultaneously on Android / iOS phones or tablets.【Two-Way Audio & Expandable Storage】The little cute WiFi IP camera is easy to hide, built-in microphone and speaker, brings communication maximum flexibility. Also supports Puwell Cloud Storage and 8GB~128GB Micro SD Card storage (SD card not included).You can set encryption to protect your privacy on house security webcam.【Super Easy to Set Up】All you need to set up is WiFi (not 5GHz), the camera plugged into an electrical outlet and the AKASO iEyes App downloaded on your phone.(👉Recommend APP: IPC360, compatible with Android & iPhone system) After hear a beep sound, then follow the instruction of the phone screen, the device will be added successfully in seconds. 💓If you have any other question, please don’t hesitate to contact AKASO Customer Service for product technical support.']",['43'],['3.9']

"['Outdoor Security Camera Wireless 1080P HD Bullet Surveillance Cameras,Cloud WiFi Home Security Surveillance System IP Waterproof IR Night Vision Accfly']","['Information Not Found', 'CDN$68.99']",['Information Not Found'],"[Free Shiping]","[""【Super HD&Vision Night】1080P high resolution images outdoor camera,delivers clarity in every direction,excellent night vision,built-in36pcs IR illuminators, viewing distance can be up to 32.8 feet.this wifi security cameras which allows you to clearly see in darkness, keeping your property protected at any time and anywhere.【2-Way Audio 】This HD video camera offers convenient two-way audio communication,built in mic and speaker,you can answer,welcome guests or deterrent alarm can get rid of unwanted guests with ease!【Solid Construction And Waterproof】This wifi surveillance camera is IP66 waterproof rating,makes it ideal for outside use and will keep recording rain or shine.Aluminum alloy construction,can robust enough to withstand rough weather outdoor,won't rust or discolor.The camera surveillance is suitable for corridors, doorways, parking lots, gardens, stairwells ect.【Easy Connection&Motion Detection and 】Multiple connection methods,you can choose Wifi connection,AP hotspot connection and simple and network-stable wired connection,real plug and play,signal is stable.Security camera outdoor provides instant motion detection alerts via your phone,live preview and video recording, remote playback history recording.【6 User Online&Multi Camera Connection】This security camera allows 6 people to operate at the same time.The monitor supports more than 100 cameras on the app.Support ONVIF 2.4 protocol,compat NVR connection. (Support max 128GB micro SD card,card Not Included)""]",['412'],['4.1']

